WKT;tipo;settore;descr;strada;desvia;civico_alf;merceologia;sup_vend;nome;codice;fumetto
"POINT (664261.290050564 5103816.89544644)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"1710";VIA MANTOVA;"7";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;159;IN - CON - TRO  S.R.L.;"23502";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA MANTOVA, 7"
"POINT (663244.712617767 5104532.84562069)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"1010";VIA DOS TRENTO;"50";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;650;RIGOTTI F.LLI SRL;"12806";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DOS TRENTO, 50"
"POINT (663796.494901704 5104802.00043313)";"ELETTRODOMESTICI, RADIO, TELEVISORI";NON ALIMENTARE;"ACCESSORI E PARTI DI RICAMBIO, PRODOTTI PER LA CASA";"1170";VIA FELICE E G. FONTANA;"19";"ELETTRODOMESTICI, RADIO, TELEVISORI";41;A.T.T. DI MORANDINI STEFANO E C. S.A.S.;"38083";"ELETTRODOMESTICI, RADIO, TELEVISORI - VIA FELICE E G. FONTANA, 19"
"POINT (664121.256855921 5103898.35223925)";MERCERIE-CUCIRINI-FILATI-RICAMI;NON ALIMENTARE;;"2130";VIA DELLE ORNE;"30";MERCERIE-CUCIRINI-FILATI-RICAMI;61;MERCERIE CENTRO DI DE GRANDI GIORGIO & C. S.A.S.;"22749";"MERCERIE-CUCIRINI-FILATI-RICAMI - VIA DELLE ORNE, 30"
"POINT (664152.804456519 5103624.3639961)";GIOCHI E GIOCATTOLI;NON ALIMENTARE;SOUVENIR;"2920";VIA SAN VIGILIO;"21";GIOCHI E GIOCATTOLI;67;ALTERN@TIVA S.R.L.;"19239";"GIOCHI E GIOCATTOLI - VIA SAN VIGILIO, 21"
"POINT (663891.068550647 5104006.04648722)";LIBRI NUOVI;NON ALIMENTARE;;"3300";VIA TORRE VANGA;"14";LIBRI NUOVI;90;CYBERGEO TRENTO S.R.L.;"11792";"LIBRI NUOVI - VIA TORRE VANGA, 14"
"POINT (664060.160539817 5102192.23043649)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"2880";VIA SAN PIO X;"101";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;181;NEW PHOTO S.N.C. DI ROSSI PAOLO & C.;"35297";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - VIA SAN PIO X, 101"
"POINT (664278.082393308 5102529.91724046)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"3901";VIA G. MATTEOTTI;"5";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;53;MOSELE S.R.L.;"18494";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA G. MATTEOTTI, 5"
"POINT (664313.831099337 5104030.04634673)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;"ART.DI PELLETTRIE, DA VIAGGIO, ARTICOLI PER TURISTI, BIGIOT.";"2800";VIA SAN MARCO;"14";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;82;PELLETTERIE GRIGOLI DI GRIGOLI ANDREA & C. S.A.S.;"39265";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA SAN MARCO, 14"
"POINT (663977.669615027 5103890.00028668)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE;"TACOS, PRODOTTI ANNESSI, BIBITE";"1450";PIAZZETTA P. DIEGO LAINEZ;"1";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;8;HAQUE FAZLUL;"47494";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - PIAZZETTA P. DIEGO LAINEZ, 1"
"POINT (664734.050501651 5102492.40407013)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE;VINI;"1160";VIA A. FOGAZZARO;"13";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";36;CERRETO GIOVANNI;"45400";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA A. FOGAZZARO, 13"
"POINT (664053.643735529 5103557.18253205)";ROSTICCERIA;ALIMENTARE;;"1080";VIA C. ESTERLE;"9";ROSTICCERIA;24;CAINELLI GRAZIANO;"9188";"ROSTICCERIA - VIA C. ESTERLE, 9"
"POINT (664332.390454776 5104269.3565852)";GIORNALI-RIVISTE E PERIODICI;;;"3030";PIAZZA RAFFAELLO SANZIO;"9";GIORNALI-RIVISTE E PERIODICI;35;SANNICOLÒ GABRIELE;"24061";"GIORNALI-RIVISTE E PERIODICI - PIAZZA RAFFAELLO SANZIO, 9"
"POINT (664332.390454776 5104269.3565852)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;ALIMENTARE E NON ALIMENTARE;ALIMENTARE E NON ALIMENTARE;"3030";PIAZZA RAFFAELLO SANZIO;"9";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;35;SANNICOLÒ GABRIELE;"24008";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - PIAZZA RAFFAELLO SANZIO, 9"
"POINT (664291.503443672 5104652.7173205)";MOBILI;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"10";MOBILI;399;DOMUS ARREDAMENTI S.R.L.;"10030";"MOBILI - VIA DEL BRENNERO, 10"
"POINT (664326.592417276 5104472.17299757)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;ALIMENTI TIPICI PERSIANI E PRODOTTI ARTIGIANALI;"1730";VIA A. MANZONI;"3";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;49;ZARE HANJANY NARGES;"29202";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA A. MANZONI, 3"
"POINT (664611.498180376 5102726.07154704)";"ELETTRODOMESTICI, RADIO, TELEVISORI";ALIMENTARE E NON ALIMENTARE;SUCCHI CONCENTRATI PER BIBITE E CAFFE';"1370";VIA GOCCIADORO;"13";"ELETTRODOMESTICI, RADIO, TELEVISORI";81;ELETTROCENTRO S.A.S. DI LONGO PAOLO & C.;"18317";"ELETTRODOMESTICI, RADIO, TELEVISORI - VIA GOCCIADORO, 13"
"POINT (664177.49191127 5104779.22958265)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"120";VIA F. AMBROSI;"20";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;63;VITTI CARMEN;"11441";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA F. AMBROSI, 20"
"POINT (664074.690811848 5103361.82401702)";;NON ALIMENTARE;;"3420";VIA 24 MAGGIO;"11";;0;NGUYEN THANH TUNG;"36270";
"POINT (664296.913619674 5104060.16497933)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;;ABBIGLIAMENTO E ACCESSORI DI PICCOLA PELLETTERIA;"3210";VIA DEL SUFFRAGIO;"116";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;80;ODISSEY S.N.C. DI TROTTNER ALDO & C.;"40755";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEL SUFFRAGIO, 116"
"POINT (664234.289272079 5104131.34246971)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;NON ALIMENTARE;;"3310";VIA TORRE VERDE;"40";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;73;STUDIO 3A S.N.C. DI SANTINI MARIO E C.;"14768";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - VIA TORRE VERDE, 40"
"POINT (664434.038488268 5103771.93659747)";"ELETTRODOMESTICI, RADIO, TELEVISORI";NON ALIMENTARE;;"1200";VIA G. GALILEI;"25";"ELETTRODOMESTICI, RADIO, TELEVISORI";104;CRONST S.A.S DI CRONST CLAUDIO & C.;"18520";"ELETTRODOMESTICI, RADIO, TELEVISORI - VIA G. GALILEI, 25"
"POINT (663859.910168018 5102728.19980932)";MERCERIE-CUCIRINI-FILATI-RICAMI;NON ALIMENTARE;;"1350";VIA G. GIUSTI;"66";MERCERIE-CUCIRINI-FILATI-RICAMI;19;CONDINI MARISA;"23529";"MERCERIE-CUCIRINI-FILATI-RICAMI - VIA G. GIUSTI, 66"
"POINT (664345.828314489 5104035.15838152)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;ARTICOLI E ATTREZZATURE SPORTIVE;"2800";VIA SAN MARCO;"30";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;74;BUTTAZZI ROBERTA;"40614";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA SAN MARCO, 30"
"POINT (663836.68606984 5104478.71573287)";PANE E LATTE;ALIMENTARE;;"480";CORSO M. BUONARROTI;"39";PANE E LATTE;77;L'ANGOLO DEL PANE SAS DI MELE ELISA & C.;"43111";"PANE E LATTE - CORSO M. BUONARROTI, 39"
"POINT (664390.998775152 5104363.85950841)";MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.;ALIMENTARE E NON ALIMENTARE;;"3290";VIA TORRE D'AUGUSTO;"12";MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.;152;ENOLOGICA TRENTINA SRLS;"31569";"MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD. - VIA TORRE D'AUGUSTO, 12"
"POINT (664390.998775152 5104363.85950841)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE E NON ALIMENTARE;;"3290";VIA TORRE D'AUGUSTO;"12";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";152;ENOLOGICA TRENTINA SRLS;"31569";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA TORRE D'AUGUSTO, 12"
"POINT (664250.010167635 5103863.53090197)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"2910";VIA DEL SIMONINO;"17";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;12;FRIMON S.R.L.;"148367";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA DEL SIMONINO, 17"
"POINT (664321.502261815 5103028.25559521)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"3350";CORSO 3 NOVEMBRE;"86";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;119;TRENTOPTIK S.R.L.;"24786";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - CORSO 3 NOVEMBRE, 86"
"POINT (664155.235038544 5103892.74205077)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"2180";VIA P. OSS MAZZURANA;"43";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;75;MONTURA STORE SOCIETA' A RESPONSABILITA' LIMITATA;"33402";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA P. OSS MAZZURANA, 43"
"POINT (664325.499749147 5104031.68192198)";ART.REGALO-ARTIGIANATO LOCALE;ALIMENTARE E NON ALIMENTARE;PASTICCERIA;"2800";VIA SAN MARCO;"18";ART.REGALO-ARTIGIANATO LOCALE;31;SAMUELE SOCIETA' COOPERATIVA SOCIALE;"25668";"ART.REGALO-ARTIGIANATO LOCALE - VIA SAN MARCO, 18"
"POINT (664439.711721758 5103443.52784734)";;NON ALIMENTARE;;"2780";VIA SAN GIOVANNI BOSCO;7/1;;0;ZIPFIT S.R.L.;"46570";
"POINT (664039.927534026 5103766.37993892)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;;"1040";PIAZZA DUOMO;"42";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;6;ATENA S.R.L.;"41963";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - PIAZZA DUOMO, 42"
"POINT (664115.730567728 5103986.73564684)";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";ALIMENTARE;ALIMENTARI VARI;"1700";VIA G. MANCI;"20";"BEVANDE (VINI, OLI, BIRRA ED ALTRE)";9;"FORNO URBANO DI TOMAS VIOLI, CASANOVA E MILONE S.N.C.";"40780";"BEVANDE (VINI, OLI, BIRRA ED ALTRE) - VIA G. MANCI, 20"
"POINT (664204.28439259 5102982.80307086)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;ARTICOLI RELIGIOSI;"2330";VIA F.LLI PERINI;"157";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;84;FOREC SNC DI SLAGHENAUFI MARCO & C.;"22191";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA F.LLI PERINI, 157"
"POINT (664208.941025471 5103928.89068612)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"230";PIAZZA C. BATTISTI;"1";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;126;COLA DI PROSSER GIULIO & C. SAS;"30019";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - PIAZZA C. BATTISTI, 1"
"POINT (664294.477296082 5104022.13647522)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;;"2860";VIA SAN PIETRO;"1";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;27;TOMASI GIOIELLI SRL;"11322";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA SAN PIETRO, 1"
"POINT (664042.210863699 5103567.8830491)";ROSTICCERIA;ALIMENTARE;BEVANDE IN PRODUZIONE SPECIALITA' CUCINA CINESE;"1080";VIA C. ESTERLE;"8";ROSTICCERIA;24;JIANG XUHAI;"45555";"ROSTICCERIA - VIA C. ESTERLE, 8"
"POINT (664244.290278856 5103245.57344998)";CAFFE' TORREFATTO;ALIMENTARE E NON ALIMENTARE;"CIALDE, THE, CASALINGHI, ECC.";"2950";VIA SANTA CROCE;"94";CAFFE' TORREFATTO;25;AELLE SRL;"29654";"CAFFE' TORREFATTO - VIA SANTA CROCE, 94"
"POINT (664004.251676451 5102474.86334758)";GIORNALI-RIVISTE E PERIODICI;;;"2880";VIA SAN PIO X;"21";GIORNALI-RIVISTE E PERIODICI;40;ALE & DANY S.N.C. DI CAVALIERI ALESSIA E DANILO;"39938";"GIORNALI-RIVISTE E PERIODICI - VIA SAN PIO X, 21"
"POINT (664004.251676451 5102474.86334758)";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;NON ALIMENTARE;"CARAMELLE, DOLCIUMI CONFEZIONATI";"2880";VIA SAN PIO X;"21";PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.;40;ALE & DANY S.N.C. DI CAVALIERI ALESSIA E DANILO;"39937";"PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT. - VIA SAN PIO X, 21"
"POINT (664004.251676451 5102474.86334758)";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;NON ALIMENTARE;;"2880";VIA SAN PIO X;"21";CARTOLERIA-CANCELLERIA E FORN. PER UFF.;40;ALE & DANY S.N.C. DI CAVALIERI ALESSIA E DANILO;"39937";"CARTOLERIA-CANCELLERIA E FORN. PER UFF. - VIA SAN PIO X, 21"
"POINT (665445.637284084 5102710.10652502)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE;PRODOTTI ALIMENTARI VARI E IN PARTICOLARE VEGANI;"1355";VIA H. GMEINER;"8";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;0;GOLDEN DROP SRLS;"46835";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA H. GMEINER, 8"
"POINT (665216.902587776 5103854.01410334)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;OGGETTI PREZIOSI;"3410";VIA VENEZIA;"28";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;0;ROYAL BLUE GIOIELLI SAS DI VOLPI CARLO & C.;"47645";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA VENEZIA, 28"
"POINT (664175.932791888 5103593.74323534)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;ABBIGLIAMENTO E ARTICOLI SPORTIVI;"1840";VIA G. MAZZINI;"5";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;108;LA SPORTIVA S.P.A.;"40353";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. MAZZINI, 5"
"POINT (664287.539166667 5103855.96041667)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"610";LARGO G. CARDUCCI;"13";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;173;ESSILORLUXOTTICA ITALIA S.P.A.;"47090";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - LARGO G. CARDUCCI, 13"
"POINT (664376.898511531 5103790.02025176)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"1200";VIA G. GALILEI;"22";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;110;KILT S.R.L.;"45288";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. GALILEI, 22"
"POINT (663906.778098165 5102657.49562084)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"3510";VIA VITTORIO VENETO;"21";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;56;PRIMON CESARE;"23065";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA VITTORIO VENETO, 21"
"POINT (664506.99748618 5103909.31885175)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;NON ALIMENTARE;PREZIOSI USATI E NON;"1110";VIA FRANCESCO FERRUCCIO;"8";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;31;GENS AUREA S.P.A.;"25554";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA FRANCESCO FERRUCCIO, 8"
"POINT (664298.075174036 5102593.05470503)";;NON ALIMENTARE;;"470";VIA G. BUCCELLA;"32";;0;LUNELLI GIULIO;"47322";
"POINT (663958.654508808 5103885.70956117)";ELETTRONICA- DISCHI E NASTRI VIDEO;NON ALIMENTARE;;"2110";VIA DELLE ORFANE;"23";ELETTRONICA- DISCHI E NASTRI VIDEO;124;C&C S.P.A.;"37272";"ELETTRONICA- DISCHI E NASTRI VIDEO - VIA DELLE ORFANE, 23"
"POINT (664035.300489688 5103904.96710104)";ELETTRONICA- DISCHI E NASTRI VIDEO;NON ALIMENTARE;APPARECCHI AUDIO E VIDEO;"240";VIA R. BELENZANI;"26";ELETTRONICA- DISCHI E NASTRI VIDEO;53;CARLINI FULVIO;"25505";"ELETTRONICA- DISCHI E NASTRI VIDEO - VIA R. BELENZANI, 26"
"POINT (664159.941843015 5103811.2160219)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;MATERIALE PER OTTICA E FOTOGRAFIA;"2120";VIA ORIOLA;"4";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;165;VISION GROUP S.P.A.;"46989";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - VIA ORIOLA, 4"
"POINT (664010.157033404 5102229.18371031)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"280";VIA O. BENEVOLI;"16";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;100;ANKARA SRL;"36845";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA O. BENEVOLI, 16"
"POINT (663974.670297569 5102905.38831416)";MATERIALI TERMOIDRAULICI;NON ALIMENTARE;MATERIALE PER LA BIOEDILIZIA;"2330";VIA F.LLI PERINI;"33";MATERIALI TERMOIDRAULICI;50;CASANOVA ENERGIE ALTERNATIVE SRLS;"40105";"MATERIALI TERMOIDRAULICI - VIA F.LLI PERINI, 33"
"POINT (664299.26788776 5104145.53832553)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;BIGIOTTERIA ACCESSORI ABBIGLIAMENTO E CALZATURE;"3816";PIAZZETTA NICOLO' RASMO;"2";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;29;EURO BIJOUX SAS DI SEGATA OLGA & C.;"43244";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - PIAZZETTA NICOLO' RASMO, 2"
"POINT (664367.34673834 5103135.10462757)";ELETTRONICA- DISCHI E NASTRI VIDEO;NON ALIMENTARE;;"2370";VIA PIAVE;"24";ELETTRONICA- DISCHI E NASTRI VIDEO;113;PAMITRON S.R.L.;"19546";"ELETTRONICA- DISCHI E NASTRI VIDEO - VIA PIAVE, 24"
"POINT (664407.761814444 5103792.55752848)";;NON ALIMENTARE;;"1200";VIA G. GALILEI;"9";;0;MANA' S.R.L.;"47745";
"POINT (663706.801050421 5104538.73691093)";PITTURE E VERNICI;NON ALIMENTARE;;"1020";VIA DOSSO DOSSI;"1";PITTURE E VERNICI;149;"F.LLI DE VIGILI S.N.C. DI PAOLO, REMO E ETTORE DE VIGILI";"17560";"PITTURE E VERNICI - VIA DOSSO DOSSI, 1"
"POINT (663706.801050421 5104538.73691093)";FERRAMENTA;NON ALIMENTARE;;"1020";VIA DOSSO DOSSI;"1";FERRAMENTA;149;"F.LLI DE VIGILI S.N.C. DI PAOLO, REMO E ETTORE DE VIGILI";"17560";"FERRAMENTA - VIA DOSSO DOSSI, 1"
"POINT (664980.095070998 5102729.10713046)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;"BIANCHERIA, MAGLIERIA, CAMICIE";"1300";VIA G. GEROLA;"9";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;70;BEBER LOREDANA;"43159";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA G. GEROLA, 9"
"POINT (663680.044355389 5102371.19485547)";;NON ALIMENTARE;;"1310";VIA DELLE GHIAIE;20/1;;0;NAKANISHI YAYOI;"30445";
"POINT (664660.49682033 5102528.56879461)";;ALIMENTARE;;"3450";VIALE VERONA;"67";;0;D.S. S.R.L.;"36797";
"POINT (664265.030548289 5103939.56834345)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;ED ACCESSORI;"1490";GALL. LEGIONARI TRENTINI;"2";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;50;RESTERA SRLS;"41097";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - GALL. LEGIONARI TRENTINI, 2"
"POINT (664323.619813959 5103122.41412999)";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;NON ALIMENTARE;;"2370";VIA PIAVE;"12";OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN;50;OTTICA ROMANI DUE SAS DI MOSER LAURETTA & C.;"22964";"OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN - VIA PIAVE, 12"
"POINT (664208.823399787 5103893.80544907)";CALZATURE E ARTICOLI IN CUOIO;NON ALIMENTARE;;"1640";VIA MALPAGA;"10";CALZATURE E ARTICOLI IN CUOIO;62;PELLETTERIE GRIGOLI DI GRIGOLI ANDREA & C. S.A.S.;"16396";"CALZATURE E ARTICOLI IN CUOIO - VIA MALPAGA, 10"
"POINT (664025.217927874 5103765.89050675)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE;"BEVANDE ANALCOLICHE, ALCOLICHE E CAFFE'";"680";VIA CAMILLO BENSO CAVOUR;"49";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;15;KIKI S.N.C. DI CARLO VILLOTTI & C.;"46043";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA CAMILLO BENSO CAVOUR, 49"
"POINT (663562.378173936 5103632.92272652)";;NON ALIMENTARE;;"3690";PIAZZA E. MOSNA;"11";;0;FIN-LIGHT SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"44066";
"POINT (664215.895406269 5103769.84590385)";PANE E LATTE;ALIMENTARE;AFFINI;"1550";PIAZZA LODRON;"21";PANE E LATTE;31;PANIFICIO MODERNO S.N.C. DI FERRETTI ANNA E C.;"35306";"PANE E LATTE - PIAZZA LODRON, 21"
"POINT (664318.950985414 5103885.85221795)";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;ALIMENTARE E NON ALIMENTARE;NONCHE' PROFUMI E OGGETTISTICA VARIA;"2100";VIA DEGLI ORBI;"13";OROLOGI-ART.GIOIELLERIA-ARGENTERIA;37;GRACE SRL;"45453";"OROLOGI-ART.GIOIELLERIA-ARGENTERIA - VIA DEGLI ORBI, 13"
"POINT (664318.950985414 5103885.85221795)";CALZATURE E ARTICOLI IN CUOIO;ALIMENTARE E NON ALIMENTARE;;"2100";VIA DEGLI ORBI;"13";CALZATURE E ARTICOLI IN CUOIO;37;GRACE SRL;"45453";"CALZATURE E ARTICOLI IN CUOIO - VIA DEGLI ORBI, 13"
"POINT (664318.950985414 5103885.85221795)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;ALIMENTARE E NON ALIMENTARE;;"2100";VIA DEGLI ORBI;"13";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;37;GRACE SRL;"45453";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEGLI ORBI, 13"
"POINT (664517.9199 5103699.249996)";PANE E LATTE;ALIMENTARE;;"1400";VIA DON GIUSEPPE GRAZIOLI;"2";PANE E LATTE;48;GIULIANO SOSI S.R.L.;"21830";"PANE E LATTE - VIA DON GIUSEPPE GRAZIOLI, 2"
"POINT (664231.367740938 5103822.91205277)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"2120";VIA ORIOLA;"34";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;125;CRI.CI. S.N.C. DI ODORIZZI MARIA CRISTINA & MARTINI CINZIA;"40961";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA ORIOLA, 34"
"POINT (664145.961196593 5103791.42942854)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"2180";VIA P. OSS MAZZURANA;"83";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;20;PROFUMERIA CAPUZZO S.A.S. DI CAPUZZO GABRIELLA & C.;"17984";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA P. OSS MAZZURANA, 83"
"POINT (664335.469261493 5103897.79168017)";CALZATURE E ARTICOLI IN CUOIO;NON ALIMENTARE;"BORSE, ABBIGLIAMENTO, ACCESSORI";"2100";VIA DEGLI ORBI;"3";CALZATURE E ARTICOLI IN CUOIO;81;PEDROTTI LUISA;"41395";"CALZATURE E ARTICOLI IN CUOIO - VIA DEGLI ORBI, 3"
"POINT (664259.835620484 5103767.03077828)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"1710";VIA MANTOVA;"30";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;25;DALLAGO SILVIA;"24594";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA MANTOVA, 30"
